Latitude,Longitude,Rainfall (mm),Temperature (°C),Humidity (%),River Discharge (m³/s),Water Level (m),Elevation (m),Land Cover,Soil Type,Population Density,Infrastructure,Historical Floods,Flood Occurred
18.861663446573512,78.83558373553426,218.99949329699112,34.144337051165216,43.91296329635332,4236.182888482099,7.415552031175952,377.46543346509554,Water Body,Clay,7276.742183727105,1,0,1
29.227824312530743,73.10846346258295,103.99190831096584,43.934955745918224,30.10873799777728,977.3280531609292,4.63179875379001,2205.873487831239,Agricultural,Loam,4361.518494055209,1,1,1
12.523841089749876,93.10532877739612,221.57131159046816,36.00630044970668,39.38094473684352,2973.137417262486,6.969482583643939,7433.062835803919,Agricultural,Loam,5377.538808888076,0,0,1
9.684424752877783,68.93117783397969,288.362370366858,39.766934680361445,40.436802317079554,536.3264508696941,5.675580339914962,8661.324855354962,Water Body,Silt,6039.090369159945,0,0,1
33.11910822747312,86.67216989909866,34.96400631455925,27.20913091284021,56.45730763900288,3157.919947579961,4.864941309772571,6681.891487428953,Agricultural,Clay,3994.453680470962,0,1,1
8.59695033457827,93.69614504577024,124.34301822227076,28.06428277085461,92.58371359365826,4899.577893889006,7.810204475074061,4678.600389492043,Urban,Clay,8532.878669206382,1,0,1
36.12738571269784,89.14197854205533,9.858817738541948,41.86881393610197,64.25117786711637,2162.153213801236,1.406386017392296,6384.522186386477,Urban,Peat,8509.31815222057,1,1,1
13.31873078574958,68.40831023520383,269.8755649386287,39.60173369923992,54.229958697250765,3739.6376853215806,3.977958387377384,2964.6990466662896,Urban,Peat,457.423554764107,1,1,1
23.2179365173349,74.96367199309408,291.6548904561123,18.082377316182637,48.35778003506833,3994.6977459836753,0.5450350423783745,6919.070203262884,Water Body,Loam,7144.881604687626,0,1,1
20.52640554062136,70.92340871703347,179.72145310057215,34.84121209126083,20.712469324131195,3038.203913076912,4.714103391259419,5106.693173584551,Forest,Peat,1427.409995388669,0,0,1
25.743733946949003,73.13425554132353,98.29650897649286,43.54158655201434,28.924745724312224,1781.464801655355,0.8461838523475895,3708.6855827258537,Agricultural,Sandy,3542.2609754223345,0,1,1
30.770102880397395,72.41228872066598,115.62725342599327,29.266762143754093,61.23143771145976,3934.883361142093,9.737089799328215,470.2624907667637,Forest,Loam,6389.722027793902,0,1,1
9.347061968879936,87.49479034421755,32.24142119060438,20.25332307881573,50.451553916754776,1607.101205784835,4.061331523209772,5234.630500727145,Water Body,Silt,7833.880816267292,1,1,1
25.618800705141712,68.15483511712097,235.6335092556718,33.9492056977504,56.05790427126433,3244.336465333209,1.5363762334437714,6718.282286848474,Forest,Clay,9604.135643788595,0,0,1
12.945199586931455,96.56127541729448,33.74938734416561,17.71361000971051,87.43717902240947,1371.0306614512529,1.6065418885968077,1749.293911303884,Urban,Clay,7668.386179995551,0,1,1
35.51768058034666,93.95808054617268,115.6976069328248,33.97191793236411,67.56942824728397,3306.141997217102,5.216641377369169,1229.7793418980218,Water Body,Clay,7836.636752897649,1,1,1
36.00332895916222,87.11809157447529,22.01351692313279,44.57686562765267,66.25725450984302,4351.391966483979,6.741860867397083,8747.961155863997,Urban,Clay,4076.1172419660206,1,0,1
16.83379930602775,93.91581082362394,173.889171070984,44.136154835711935,86.38197131392744,169.925713123375,9.777671854533486,7408.740210102313,Urban,Sandy,379.4992203303304,0,1,1
10.832491306185132,76.45399091638458,70.72845385907192,19.366867431858708,95.4312049068554,2880.6998167755137,1.2587457225765186,1685.241645163229,Agricultural,Sandy,8855.542968094533,0,0,1
27.84275776885255,84.31863475692388,268.4043522998004,16.220843170410852,57.22686895308886,1695.9675136268615,9.864744063027551,8411.287321308848,Water Body,Sandy,4700.1435597156205,0,1,1
11.539108810498586,94.73671327384976,60.54588245932887,28.94611111797681,60.16509837365958,3405.5510696137444,2.186327877771377,3179.876177320158,Agricultural,Sandy,5251.620908790395,0,1,1
23.081972614156516,68.02734823329722,58.714024478479566,37.99660111019193,71.08773477524734,2104.1689300029047,3.0397343990477435,4236.129426105662,Desert,Clay,1157.567017778305,0,1,1
30.478851877472323,81.34599192654184,229.74122640926632,44.48144976201377,28.632019291937997,3455.5876632566506,1.833641829018473,4846.19547656806,Agricultural,Clay,6057.759357094842,1,1,1
34.73435281567039,81.83676325447482,289.7473273324897,36.83928967237164,62.94553936480186,3875.932580334475,2.397717353639784,2971.537237724526,Urban,Clay,6085.431982553041,0,0,1
9.311591378405604,83.27629831081526,273.8645235668091,32.36908992048737,55.26463790841412,2146.15556656822,2.8552637404806616,8263.959333102815,Desert,Sandy,6278.154916660567,0,0,1
17.434579592134668,77.18479653873126,200.6859232371911,39.05826880768345,43.976925563476186,1907.426972391604,7.535401304868298,7320.770143740932,Urban,Sandy,4514.585926528956,1,1,1
19.27164140099498,75.48658686209588,131.3958064685898,31.831161756692183,44.9608572554672,1663.5827172007955,8.575458759794532,874.7791982944723,Agricultural,Clay,8972.927768693437,1,0,1
15.869121921442982,69.09467219205557,171.97787107928494,16.914407712164,82.30303328522007,1060.8687387073917,5.901328439371466,2563.641147883055,Forest,Silt,6140.559561934428,0,0,1
32.03338776540595,84.91265969460834,223.6841715528732,35.80341722694934,20.43687560254665,3795.835709399031,3.663324108640549,6293.53255648785,Urban,Silt,7142.53803260285,0,1,1
